nohup: 忽略输入
设备 cuda | arch vit_b_16 | scope per_env | image_size [224, 640] | seeds [0, 1, 2, 3, 4]
数据集：3 个域，2 个类 ['00', '01']
  域 00: 共   367 张   00:211  01:156   多数类基线 0.575
  域 01: 共   523 张   00:264  01:259   多数类基线 0.505
  域 02: 共   274 张   00:157  01:117   多数类基线 0.573
  合计   : 共  1164 张   多数类基线 0.543

[seed=0 size=224 env=00] 训练 294 张 / 测试 73 张 / 每 epoch 18 个 batch
 epoch       loss      acc      auc       秒
[seed=3 size=640 env=01] 末轮 acc 0.876（记进汇总的是这个）   最好 epoch acc 0.914（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=3 size=640 env=02] 训练 220 张 / 测试 54 张 / 每 epoch 13 个 batch
 epoch       loss      acc      auc       秒
     1     0.9795    0.426    0.564     7.7
     2     0.6713    0.426    0.581     7.8
     3     0.6485    0.611    0.596     7.7
     4     0.6063    0.556    0.589     7.8
     5     0.6065    0.537    0.554     7.7
     6     0.6137    0.500    0.593     7.7
     7     0.6091    0.593    0.583     7.8
     8     0.5607    0.593    0.652     7.6
     9     0.5559    0.574    0.613     7.8
    10     0.5426    0.556    0.651     7.7
    11     0.5537    0.611    0.586     7.7
    12     0.4901    0.611    0.680     7.7
    13     0.4548    0.556    0.607     7.6
    14     0.4479    0.537    0.683     7.8
    15     0.4678    0.667    0.661     7.7
    16     0.4282    0.593    0.670     7.7
    17     0.3405    0.556    0.659     7.7
    18     0.3502    0.648    0.698     7.7
    19     0.4890    0.722    0.743     7.8
    20     0.3018    0.630    0.691     7.8
    21     0.3112    0.611    0.666     7.7
    22     0.2832    0.741    0.755     7.6
    23     0.3618    0.574    0.691     7.8
    24     0.2942    0.593    0.687     7.8
    25     0.2181    0.630    0.635     7.8
    26     0.1930    0.667    0.712     7.7
    27     0.2703    0.574    0.649     7.7
    28     0.1911    0.574    0.644     7.7
    29     0.1772    0.537    0.633     7.7
    30     0.1415    0.667    0.725     7.8
    31     0.2548    0.648    0.656     7.7
    32     0.2400    0.648    0.677     7.8
    33     0.2034    0.648    0.712     7.7
    34     0.1730    0.593    0.727     7.7
    35     0.1689    0.667    0.704     7.7
    36     0.2680    0.611    0.675     7.8
    37     0.1536    0.630    0.697     7.8
    38     0.1127    0.648    0.738     7.8
    39     0.1631    0.611    0.704     7.8
    40     0.1730    0.611    0.645     7.8
    41     0.1830    0.741    0.735     7.7
    42     0.1128    0.648    0.727     7.8
    43     0.1662    0.611    0.698     7.6
    44     0.1296    0.648    0.724     7.7
    45     0.1548    0.574    0.698     7.8
    46     0.1462    0.630    0.696     7.8
    47     0.1407    0.685    0.738     7.8
    48     0.0607    0.630    0.722     7.9
    49     0.1300    0.648    0.686     7.8
    50     0.1943    0.648    0.694     7.7
[seed=3 size=640 env=02] 末轮 acc 0.648（记进汇总的是这个）   最好 epoch acc 0.741（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=4 size=224 env=00] 训练 294 张 / 测试 73 张 / 每 epoch 18 个 batch
 epoch       loss      acc      auc       秒
     1     0.7076    0.575    0.596     1.8
     2     0.6818    0.575    0.722     1.9
     3     0.6820    0.534    0.561     1.9
     4     0.6804    0.589    0.686     1.9
     5     0.6638    0.548    0.596     1.8
     6     0.6653    0.589    0.584     1.9
     7     0.6593    0.603    0.639     1.9
     8     0.6578    0.589    0.563     1.9
     9     0.6468    0.521    0.631     1.9
    10     0.6458    0.534    0.537     1.9
    11     0.5962    0.630    0.616     1.8
    12     0.5878    0.603    0.676     1.9
    13     0.6011    0.589    0.652     1.9
    14     0.5809    0.644    0.693     1.8
    15     0.5618    0.644    0.679     1.9
    16     0.4962    0.630    0.687     1.9
    17     0.4967    0.630    0.688     1.9
    18     0.4685    0.575    0.588     1.9
    19     0.5192    0.603    0.623     1.8
    20     0.5251    0.658    0.700     1.8
    21     0.4478    0.603    0.668     1.8
    22     0.5130    0.575    0.598     1.8
    23     0.4828    0.521    0.556     1.9
    24     0.3604    0.589    0.690     1.9
    25     0.3783    0.630    0.681     1.8
    26     0.3679    0.589    0.696     1.8
    27     0.4156    0.658    0.641     1.8
    28     0.3434    0.658    0.663     1.9
    29     0.3276    0.548    0.600     1.9
    30     0.3667    0.616    0.655     1.8
    31     0.3578    0.630    0.681     1.9
    32     0.3119    0.534    0.608     1.9
    33     0.3502    0.562    0.618     1.8
    34     0.3109    0.644    0.611     1.8
    35     0.3075    0.616    0.675     1.9
    36     0.3237    0.658    0.649     1.9
    37     0.2918    0.658    0.605     1.9
    38     0.2725    0.603    0.647     1.9
    39     0.3063    0.616    0.658     1.8
    40     0.2807    0.699    0.701     1.9
    41     0.2892    0.616    0.674     1.8
    42     0.2737    0.562    0.650     1.9
    43     0.2149    0.685    0.680     1.9
    44     0.1938    0.658    0.697     1.9
    45     0.2064    0.630    0.689     1.8
    46     0.2369    0.548    0.598     1.9
    47     0.2422    0.603    0.613     1.9
    48     0.2205    0.658    0.731     1.9
    49     0.1806    0.616    0.668     1.8
    50     0.2457    0.603    0.659     1.9
[seed=4 size=224 env=00] 末轮 acc 0.603（记进汇总的是这个）   最好 epoch acc 0.699（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=4 size=224 env=01] 训练 418 张 / 测试 105 张 / 每 epoch 26 个 batch
 epoch       loss      acc      auc       秒
     1     0.7285    0.495    0.523     2.4
     2     0.6992    0.505    0.782     2.4
     3     0.6881    0.495    0.522     2.4
     4     0.6941    0.505    0.794     2.4
     5     0.6928    0.495    0.797     2.4
     6     0.6894    0.505    0.791     2.4
     7     0.6807    0.505    0.794     2.4
     8     0.6838    0.505    0.707     2.4
     9     0.6909    0.543    0.762     2.4
    10     0.6621    0.648    0.751     2.4
    11     0.6513    0.524    0.801     2.4
    12     0.6624    0.619    0.694     2.4
    13     0.6451    0.638    0.695     2.4
    14     0.6516    0.505    0.620     2.4
    15     0.6453    0.505    0.593     2.4
    16     0.6865    0.514    0.461     2.4
    17     0.6886    0.505    0.692     2.4
    18     0.6624    0.600    0.437     2.4
    19     0.6629    0.590    0.730     2.4
    20     0.6557    0.629    0.727     2.4
    21     0.6481    0.590    0.581     2.4
    22     0.6457    0.657    0.712     2.4
    23     0.6322    0.724    0.711     2.4
    24     0.6253    0.705    0.671     2.4
    25     0.6119    0.629    0.603     2.4
    26     0.6289    0.686    0.695     2.4
    27     0.6247    0.714    0.756     2.4
    28     0.6349    0.619    0.653     2.4
    29     0.6203    0.533    0.373     2.4
    30     0.6475    0.600    0.536     2.4
    31     0.6350    0.686    0.747     2.4
    32     0.6045    0.676    0.638     2.4
    33     0.6023    0.695    0.732     2.4
    34     0.6204    0.590    0.530     2.4
    35     0.6316    0.695    0.728     2.4
    36     0.6114    0.552    0.496     2.4
    37     0.6192    0.676    0.726     2.4
    38     0.6358    0.638    0.702     2.4
    39     0.6386    0.686    0.749     2.4
    40     0.6270    0.667    0.747     2.4
    41     0.6183    0.695    0.739     2.4
    42     0.5974    0.705    0.735     2.4
    43     0.6063    0.743    0.793     2.4
    44     0.5925    0.638    0.740     2.4
    45     0.5992    0.676    0.738     2.4
    46     0.6066    0.695    0.726     2.4
    47     0.5970    0.686    0.764     2.4
    48     0.6004    0.705    0.758     2.4
    49     0.6094    0.629    0.734     2.4
    50     0.6121    0.590    0.452     2.4
[seed=4 size=224 env=01] 末轮 acc 0.590（记进汇总的是这个）   最好 epoch acc 0.743（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=4 size=224 env=02] 训练 220 张 / 测试 54 张 / 每 epoch 13 个 batch
 epoch       loss      acc      auc       秒
     1     0.7965    0.574    0.490     1.5
     2     0.6846    0.574    0.533     1.5
     3     0.7078    0.426    0.475     1.5
     4     0.6576    0.556    0.567     1.5
     5     0.6502    0.519    0.505     1.5
     6     0.6342    0.574    0.530     1.5
     7     0.6396    0.556    0.540     1.5
     8     0.6262    0.426    0.525     1.5
     9     0.5911    0.537    0.581     1.5
    10     0.5750    0.519    0.541     1.5
    11     0.5783    0.556    0.567     1.5
    12     0.5776    0.537    0.519     1.5
    13     0.5215    0.630    0.613     1.5
    14     0.5003    0.574    0.583     1.5
    15     0.5389    0.593    0.647     1.5
    16     0.4644    0.630    0.696     1.5
    17     0.4868    0.630    0.680     1.5
    18     0.4245    0.630    0.684     1.5
    19     0.4039    0.593    0.704     1.5
    20     0.4330    0.574    0.655     1.5
    21     0.4594    0.630    0.693     1.5
    22     0.4209    0.667    0.735     1.5
    23     0.3427    0.611    0.703     1.5
    24     0.4017    0.630    0.645     1.5
    25     0.3667    0.574    0.645     1.5
    26     0.3769    0.630    0.637     1.5
    27     0.3215    0.648    0.710     1.5
    28     0.3171    0.648    0.769     1.5
    29     0.3205    0.537    0.666     1.5
    30     0.2986    0.574    0.689     1.5
    31     0.3149    0.611    0.693     1.5
    32     0.3560    0.667    0.742     1.5
    33     0.2568    0.667    0.711     1.5
    34     0.2529    0.630    0.694     1.5
    35     0.3230    0.704    0.697     1.5
    36     0.2539    0.630    0.693     1.5
    37     0.2411    0.722    0.736     1.5
    38     0.2389    0.648    0.741     1.5
    39     0.2368    0.630    0.721     1.5
    40     0.2724    0.630    0.721     1.5
    41     0.1963    0.611    0.711     1.5
    42     0.1774    0.630    0.715     1.5
    43     0.2165    0.685    0.743     1.5
    44     0.1697    0.611    0.696     1.5
    45     0.2148    0.630    0.710     1.5
    46     0.2016    0.667    0.718     1.5
    47     0.1637    0.648    0.734     1.5
    48     0.1424    0.648    0.752     1.5
    49     0.1687    0.667    0.750     1.5
    50     0.2121    0.704    0.719     1.5
[seed=4 size=224 env=02] 末轮 acc 0.704（记进汇总的是这个）   最好 epoch acc 0.722（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=4 size=640 env=00] 训练 294 张 / 测试 73 张 / 每 epoch 18 个 batch
 epoch       loss      acc      auc       秒
     1     0.7841    0.575    0.582    10.3
     2     0.6920    0.575    0.630    10.3
     3     0.6675    0.562    0.624    10.3
     4     0.6535    0.575    0.690    10.2
     5     0.6384    0.685    0.694    10.2
     6     0.6589    0.589    0.594    10.3
     7     0.5911    0.575    0.588    10.2
     8     0.6127    0.548    0.588    10.3
     9     0.6523    0.658    0.742    10.4
    10     0.6085    0.589    0.710    10.3
    11     0.5960    0.658    0.713    10.3
    12     0.5778    0.630    0.720    10.3
    13     0.5709    0.562    0.570    10.4
    14     0.4994    0.603    0.585    10.4
    15     0.4690    0.589    0.653    10.3
    16     0.4939    0.575    0.623    10.3
    17     0.5292    0.425    0.574    10.3
    18     0.6127    0.630    0.653    10.3
    19     0.5036    0.575    0.651    10.2
    20     0.4790    0.575    0.644    10.3
    21     0.4295    0.562    0.611    10.2
    22     0.4466    0.575    0.523    10.2
    23     0.4746    0.534    0.593    10.2
    24     0.4068    0.603    0.647    10.4
    25     0.3982    0.534    0.616    10.4
    26     0.3960    0.589    0.613    10.3
    27     0.4017    0.589    0.638    10.4
    28     0.3602    0.644    0.661    10.4
    29     0.3326    0.534    0.606    10.3
    30     0.3272    0.534    0.614    10.3
    31     0.3647    0.562    0.604    10.3
    32     0.3508    0.603    0.638    10.2
    33     0.2801    0.589    0.657    10.3
    34     0.3593    0.575    0.663    10.3
    35     0.2769    0.534    0.551    10.2
    36     0.2337    0.493    0.538    10.4
    37     0.3642    0.521    0.537    10.2
    38     0.3718    0.507    0.533    10.3
    39     0.2279    0.562    0.550    10.3
    40     0.2535    0.548    0.549    10.4
    41     0.1939    0.589    0.601    10.2
    42     0.2345    0.658    0.697    10.4
    43     0.2856    0.493    0.570    10.3
    44     0.2482    0.658    0.651    10.4
    45     0.2501    0.603    0.612    10.3
    46     0.2321    0.630    0.647    10.4
    47     0.2910    0.575    0.601    10.3
    48     0.1936    0.575    0.563    10.3
    49     0.2174    0.548    0.541    10.5
    50     0.1733    0.521    0.531    10.4
[seed=4 size=640 env=00] 末轮 acc 0.521（记进汇总的是这个）   最好 epoch acc 0.685（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=4 size=640 env=01] 训练 418 张 / 测试 105 张 / 每 epoch 26 个 batch
 epoch       loss      acc      auc       秒
     1     0.7050    0.724    0.796    14.5
     2     0.4883    0.838    0.923    14.5
     3     0.4831    0.752    0.865    14.5
     4     0.4145    0.857    0.947    14.6
     5     0.3272    0.810    0.931    14.4
     6     0.2801    0.629    0.943    14.4
     7     0.2530    0.848    0.916    14.5
     8     0.2677    0.762    0.921    14.6
     9     0.3080    0.838    0.958    14.6
    10     0.2437    0.914    0.955    14.4
    11     0.2143    0.876    0.955    14.5
    12     0.1591    0.838    0.938    14.5
    13     0.1853    0.867    0.927    14.5
    14     0.1855    0.867    0.927    14.3
    15     0.1731    0.886    0.954    14.5
    16     0.1368    0.895    0.970    14.5
    17     0.1175    0.790    0.952    14.5
    18     0.1677    0.848    0.929    14.5
    19     0.1407    0.819    0.921    14.5
    20     0.1217    0.838    0.950    14.4
    21     0.1032    0.848    0.943    14.4
    22     0.1607    0.876    0.953    14.5
    23     0.0933    0.867    0.955    14.4
    24     0.0984    0.867    0.947    14.5
    25     0.0597    0.810    0.950    14.5
    26     0.1093    0.829    0.953    14.4
    27     0.1019    0.857    0.932    14.7
    28     0.0931    0.810    0.907    14.4
    29     0.1710    0.819    0.940    14.4
    30     0.0789    0.857    0.930    14.5
    31     0.0684    0.867    0.929    14.4
    32     0.0858    0.781    0.936    14.4
    33     0.0783    0.771    0.907    14.5
    34     0.1101    0.752    0.917    14.4
    35     0.0938    0.810    0.930    14.5
    36     0.1079    0.829    0.894    14.4
    37     0.1553    0.848    0.918    14.6
    38     0.1196    0.857    0.957    14.3
    39     0.0425    0.848    0.955    14.4
    40     0.0424    0.905    0.953    14.5
    41     0.0689    0.819    0.896    14.5
    42     0.0677    0.857    0.932    14.6
    43     0.0581    0.790    0.943    14.4
    44     0.0944    0.829    0.927    14.5
    45     0.0820    0.810    0.905    14.4
    46     0.0485    0.838    0.942    14.4
    47     0.1320    0.829    0.920    14.6
    48     0.0402    0.857    0.942    14.5
    49     0.0654    0.848    0.931    14.6
    50     0.1125    0.762    0.934    14.4
[seed=4 size=640 env=01] 末轮 acc 0.762（记进汇总的是这个）   最好 epoch acc 0.914（挑了测试集上最好的一轮，只能参考，不能当结果报）

[seed=4 size=640 env=02] 训练 220 张 / 测试 54 张 / 每 epoch 13 个 batch
 epoch       loss      acc      auc       秒
     1     1.0855    0.500    0.562     7.7
     2     0.7157    0.500    0.491     7.7
     3     0.6533    0.574    0.527     7.8
     4     0.6581    0.574    0.554     7.7
     5     0.6871    0.593    0.546     7.8
     6     0.6232    0.481    0.537     7.8
     7     0.6489    0.556    0.562     7.7
     8     0.6171    0.444    0.527     7.7
     9     0.6191    0.519    0.606     7.7
    10     0.5846    0.574    0.629     7.8
    11     0.6001    0.593    0.642     7.8
    12     0.5701    0.556    0.600     7.7
    13     0.5604    0.519    0.604     7.7
    14     0.5500    0.519    0.548     7.8
    15     0.4808    0.593    0.635     7.8
    16     0.5167    0.611    0.676     7.8
    17     0.5738    0.537    0.575     7.7
    18     0.5068    0.611    0.661     7.8
    19     0.4307    0.556    0.624     7.7
    20     0.5155    0.574    0.637     7.7
    21     0.5154    0.593    0.676     7.7
    22     0.4361    0.556    0.631     7.7
    23     0.4154    0.667    0.717     7.8
    24     0.3738    0.593    0.680     7.8
    25     0.4262    0.537    0.658     7.8
    26     0.3593    0.593    0.652     7.7
    27     0.3903    0.593    0.661     7.8
    28     0.3630    0.630    0.679     7.8
    29     0.3743    0.574    0.658     7.8
    30     0.3149    0.593    0.665     7.8
    31     0.2617    0.630    0.640     7.7
    32     0.3235    0.537    0.764     7.7
    33     0.4349    0.630    0.651     7.8
    34     0.3011    0.574    0.658     7.8
    35     0.3240    0.574    0.642     7.7
    36     0.2749    0.667    0.729     7.7
    37     0.3144    0.611    0.696     7.8
    38     0.2153    0.704    0.763     7.8
    39     0.1950    0.722    0.778     7.8
    40     0.3222    0.685    0.746     7.7
    41     0.2134    0.667    0.764     7.7
    42     0.1933    0.741    0.788     7.8
    43     0.2047    0.648    0.750     7.7
    44     0.1902    0.685    0.783     7.8
    45     0.1557    0.611    0.700     7.7
    46     0.2204    0.611    0.691     7.8
    47     0.2354    0.630    0.694     7.7
    48     0.2580    0.648    0.672     7.7
    49     0.1763    0.630    0.736     7.8
    50     0.2263    0.611    0.743     7.7
[seed=4 size=640 env=02] 末轮 acc 0.611（记进汇总的是这个）   最好 epoch acc 0.741（挑了测试集上最好的一轮，只能参考，不能当结果报）

=== 汇总  dataset=HTP  scope=per_env  arch=vit_b_16  seeds=[0, 1, 2, 3, 4]  epochs=50  test_ratio=0.2 ===
（per_env 的 overall 是各域 acc 的宏平均。各域是各自独立的模型，把预测混起来算微平均没有意义）

acc
 image_size              00              01              02         overall
        224     0.600±0.027     0.800±0.114     0.578±0.075     0.659±0.030
        640     0.605±0.057     0.850±0.046     0.578±0.057     0.678±0.031

auc
 image_size              00              01              02         overall
        224     0.624±0.083     0.848±0.198     0.607±0.065     0.693±0.053
        640     0.654±0.075     0.937±0.014     0.640±0.071     0.744±0.007

结果已写入 indomain_res_vit_per_env.csv（本次 1500 行）
