dataset,scope,arch,image_size,seed,env,epoch,acc,auc,loss
HTP,pooled_split,vit_b_16,640,0,00,31,0.63014,0.67742,0.16102
HTP,pooled_split,vit_b_16,640,0,01,31,0.8,0.86792,0.16102
HTP,pooled_split,vit_b_16,640,0,02,31,0.51852,0.54137,0.16102
HTP,pooled_split,vit_b_16,640,0,overall,32,0.68966,0.77081,0.16806
HTP,pooled_split,vit_b_16,640,0,00,32,0.58904,0.70123,0.16806
HTP,pooled_split,vit_b_16,640,0,01,32,0.79048,0.87337,0.16806
HTP,pooled_split,vit_b_16,640,0,02,32,0.62963,0.62272,0.16806
HTP,pooled_split,vit_b_16,640,0,overall,33,0.65086,0.75262,0.1376
HTP,pooled_split,vit_b_16,640,0,00,33,0.58904,0.66129,0.1376
HTP,pooled_split,vit_b_16,640,0,01,33,0.75238,0.873,0.1376
HTP,pooled_split,vit_b_16,640,0,02,33,0.53704,0.58485,0.1376
HTP,pooled_split,vit_b_16,640,0,overall,34,0.65517,0.7293,0.14703
HTP,pooled_split,vit_b_16,640,0,00,34,0.67123,0.67972,0.14703
HTP,pooled_split,vit_b_16,640,0,01,34,0.72381,0.82148,0.14703
HTP,pooled_split,vit_b_16,640,0,02,34,0.5,0.59187,0.14703
HTP,pooled_split,vit_b_16,640,0,overall,35,0.63362,0.73656,0.14355
HTP,pooled_split,vit_b_16,640,0,00,35,0.63014,0.69969,0.14355
HTP,pooled_split,vit_b_16,640,0,01,35,0.71429,0.84579,0.14355
HTP,pooled_split,vit_b_16,640,0,02,35,0.48148,0.5568,0.14355
HTP,pooled_split,vit_b_16,640,0,overall,36,0.64655,0.72713,0.12621
HTP,pooled_split,vit_b_16,640,0,00,36,0.56164,0.649,0.12621
HTP,pooled_split,vit_b_16,640,0,01,36,0.73333,0.85015,0.12621
HTP,pooled_split,vit_b_16,640,0,02,36,0.59259,0.56592,0.12621
